customer_tweet_id,customer_message,spotify_tweet_id,spotify_response,customer_message_clean,spotify_response_clean,intent
2969636,"@spotifycares having trouble with family members accepting invite and joining family plan. I moved so canceled account and rejoined family plan with updated address. Still, other family members  not able to join.",2969634,"@819112 Hi Sean! Can you DM us your account's email address or username, along with your family members'? We'll take a look backstage /RH https://t.co/ldFdZRiNAt","having trouble with family members accepting invite and joining family plan. I moved so canceled account and rejoined family plan with updated address. Still, other family members not able to join.","Hi Sean! Can you DM us your account's email address or username, along with your family members'? We'll take a look backstage /RH",Family_Student_Plan
2969643,@SpotifyCares I've got a new phone but forgot my password for my account to sign in but it's also linked to my old email address that got hacked what can I do ?,2969641,@819114 Hey Calum! Could you send us a DM with your account's email address? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,I've got a new phone but forgot my password for my account to sign in but it's also linked to my old email address that got hacked what can I do ?,Hey Calum! Could you send us a DM with your account's email address? We'll take a look backstage /FR,Account_Security
2969655,"@SpotifyCares I tried to resolve an issue over chat earlier and because I didn't have the latest bank statement on hand right then to verify that I was the owner, they locked me out of my account. I now have access to the statement but cant login and start a new chat. What gives?",2969654,@819118 Hey Courtney! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,"I tried to resolve an issue over chat earlier and because I didn't have the latest bank statement on hand right then to verify that I was the owner, they locked me out of my account. I now have access to the statement but cant login and start a new chat. What gives?",Hey Courtney! Can you DM us your account's email address or username? We'll take a look /NS,Login_Issue
2969660,@SpotifyCares  my wife and I both have individual premium accounts.  How can I merge them into one premium family account?,2969658,"@596500 Hey Michael! We'll help out. Can you DM us your account's email address, as well as your wife's? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt",my wife and I both have individual premium accounts. How can I merge them into one premium family account?,"Hey Michael! We'll help out. Can you DM us your account's email address, as well as your wife's? We'll take a look under the hood /AN",Family_Student_Plan
2970795,"@115888 You should add a feature that allows for interaction with ""Friend Activity"", such as an option to like an activity, or perhaps some sort of button to send a private message. Just an idea!",2970793,@819437 Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ,"You should add a feature that allows for interaction with ""Friend Activity"", such as an option to like an activity, or perhaps some sort of button to send a private message. Just an idea!",Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ,Feature_Request
2970802,"@115888 @SpotifyCares , please add all of vixx @113977 music to Spotify!! Thanks !",2970801,"@819439 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/GGCDZEXji9. If you ever need anything else, just shout and we'll come running 🏃 /JX",", please add all of vixx music to Spotify!! Thanks !","Hey there! We’d love to have all of their stuff available, but we have some info about content here: If you ever need anything else, just shout and we'll come running 🏃 /JX",Music_Content
2972073,"@SpotifyCares I’m trying to connect my student premium account to my Hulu, and I keep getting this same error message. Super frustrating since Hulu access is one of the big reasons I subscribed. Help?? https://t.co/mUb1xjXpaf",2972072,@819735 Hey there! Can you DM us your account's email address? We'll take a look backstage /RB https://t.co/ldFdZRiNAt,"I’m trying to connect my student premium account to my Hulu, and I keep getting this same error message. Super frustrating since Hulu access is one of the big reasons I subscribed. Help??",Hey there! Can you DM us your account's email address? We'll take a look backstage /RB,Family_Student_Plan
2972073,"@SpotifyCares I’m trying to connect my student premium account to my Hulu, and I keep getting this same error message. Super frustrating since Hulu access is one of the big reasons I subscribed. Help?? https://t.co/mUb1xjXpaf",2972074,"@819735 Thanks! If possible, can you to head to a desktop &gt; use incognito window &gt; log in to https://t.co/JngmWaWjDG &gt; 'Go To Hulu' &gt; and follow the steps to link your account? Let us know how it goes /RB","I’m trying to connect my student premium account to my Hulu, and I keep getting this same error message. Super frustrating since Hulu access is one of the big reasons I subscribed. Help??","Thanks! If possible, can you to head to a desktop > use incognito window > log in to > 'Go To Hulu' > and follow the steps to link your account? Let us know how it goes /RB",Family_Student_Plan
2975079,"@115888,  I'm paying for the family plan, but my family can not accept my invitation because your link is bored. If you do not order, I'm going to Procon - Brazil.",2975078,"@820502 Hey there! Can you DM us your account's email address, as well as the ones linked to your family members? We'll take a look /RB https://t.co/ldFdZRiNAt",", I'm paying for the family plan, but my family can not accept my invitation because your link is bored. If you do not order, I'm going to Procon - Brazil.","Hey there! Can you DM us your account's email address, as well as the ones linked to your family members? We'll take a look /RB",Family_Student_Plan
2976124,@SpotifyCares Hi! My guests can’t join to my premium family account. Could you check it please?,2976123,"@393436 Hey, help's arrived. We've sent a reply to your DM. Let's carry on chatting there 🙂 /LP",Hi! My guests can’t join to my premium family account. Could you check it please?,"Hey, help's arrived. We've sent a reply to your DM. Let's carry on chatting there 🙂 /LP",Family_Student_Plan
2976133,@125633 Hope u add my music one day ❤️,2976131,@496717 Hey there! This sounds like something for our Artist Services friends. You can reach out to them here: https://t.co/3j9HWSEG0s /KP,Hope u add my music one day ❤️,Hey there! This sounds like something for our Artist Services friends. You can reach out to them here: /KP,Music_Content
